year,category,sub_category,winner,entity,
1998,ART DIRECTION,ART DIRECTION,FALSE,What Dreams May Come,
1998,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,A Civil Action,
1998,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,Elizabeth,
1998,CINEMATOGRAPHY,CINEMATOGRAPHY,TRUE,Saving Private Ryan,
1998,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,Shakespeare in Love,
1998,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,The Thin Red Line,
1998,COSTUME DESIGN,COSTUME DESIGN,FALSE,Beloved,
1998,COSTUME DESIGN,COSTUME DESIGN,FALSE,Elizabeth,
1998,COSTUME DESIGN,COSTUME DESIGN,FALSE,Pleasantville,
1998,COSTUME DESIGN,COSTUME DESIGN,TRUE,Shakespeare in Love,
1998,COSTUME DESIGN,COSTUME DESIGN,FALSE,Velvet Goldmine,
1998,DIRECTING,DIRECTING,FALSE,Life Is Beautiful,
1998,DIRECTING,DIRECTING,TRUE,Saving Private Ryan,
1998,DIRECTING,DIRECTING,FALSE,Shakespeare in Love,
1998,DIRECTING,DIRECTING,FALSE,The Thin Red Line,
1998,DIRECTING,DIRECTING,FALSE,The Truman Show,
1998,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,Dancemaker,
1998,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,"The Farm: Angola, U.S.A.",
1998,DOCUMENTARY,DOCUMENTARY (Feature),TRUE,The Last Days,
1998,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,Lenny Bruce: Swear to Tell the Truth,
1998,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,Regret to Inform,
1998,DOCUMENTARY,DOCUMENTARY (Short Subject),TRUE,The Personals: Improvisations on Romance in the Golden Years,
1998,DOCUMENTARY,DOCUMENTARY (Short Subject),FALSE,A Place in the Land,
1998,DOCUMENTARY,DOCUMENTARY (Short Subject),FALSE,Sunrise over Tiananmen Square,
1998,FILM EDITING,FILM EDITING,FALSE,Life Is Beautiful,
1998,FILM EDITING,FILM EDITING,FALSE,Out of Sight,
1998,FILM EDITING,FILM EDITING,TRUE,Saving Private Ryan,
1998,FILM EDITING,FILM EDITING,FALSE,Shakespeare in Love,
1998,FILM EDITING,FILM EDITING,FALSE,The Thin Red Line,
1998,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,Central Station,
1998,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,Children of Heaven,
1998,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,The Grandfather,
1998,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,TRUE,Life Is Beautiful,
1998,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,Tango,
1998,MAKEUP,MAKEUP,TRUE,Elizabeth,
1998,MAKEUP,MAKEUP,FALSE,Saving Private Ryan,
1998,MAKEUP,MAKEUP,FALSE,Shakespeare in Love,
1998,MUSIC,MUSIC (Original Dramatic Score),FALSE,Elizabeth,
1998,MUSIC,MUSIC (Original Dramatic Score),TRUE,Life Is Beautiful,
1998,MUSIC,MUSIC (Original Dramatic Score),FALSE,Pleasantville,
1998,MUSIC,MUSIC (Original Dramatic Score),FALSE,Saving Private Ryan,
1998,MUSIC,MUSIC (Original Dramatic Score),FALSE,The Thin Red Line,
1998,MUSIC,MUSIC (Original Musical or Comedy Score),FALSE,A Bug's Life,
1998,MUSIC,MUSIC (Original Musical or Comedy Score),FALSE,Mulan,
1998,MUSIC,MUSIC (Original Musical or Comedy Score),FALSE,Patch Adams,
1998,MUSIC,MUSIC (Original Musical or Comedy Score),FALSE,The Prince of Egypt,
1998,MUSIC,MUSIC (Original Musical or Comedy Score),TRUE,Shakespeare in Love,
1998,MUSIC,MUSIC (Original Song),FALSE,Armageddon,
1998,MUSIC,MUSIC (Original Song),FALSE,Quest for Camelot,
1998,MUSIC,MUSIC (Original Song),FALSE,The Horse Whisperer,
1998,MUSIC,MUSIC (Original Song),FALSE,Babe: Pig in the City,
1998,MUSIC,MUSIC (Original Song),TRUE,The Prince of Egypt,
1998,BEST PICTURE,BEST PICTURE,FALSE,Elizabeth,
1998,BEST PICTURE,BEST PICTURE,FALSE,Life Is Beautiful,
1998,BEST PICTURE,BEST PICTURE,FALSE,Saving Private Ryan,
1998,BEST PICTURE,BEST PICTURE,TRUE,Shakespeare in Love,
1998,BEST PICTURE,BEST PICTURE,FALSE,The Thin Red Line,
1998,SHORT FILM,SHORT FILM (Animated),TRUE,Bunny,
1998,SHORT FILM,SHORT FILM (Animated),FALSE,The Canterbury Tales,
1998,SHORT FILM,SHORT FILM (Animated),FALSE,Jolly Roger,
1998,SHORT FILM,SHORT FILM (Animated),FALSE,More,
1998,SHORT FILM,SHORT FILM (Animated),FALSE,When Life Departs,
1998,SHORT FILM,SHORT FILM (Live Action),FALSE,Culture,
1998,SHORT FILM,SHORT FILM (Live Action),TRUE,Election Night (Valgaften),
1998,SHORT FILM,SHORT FILM (Live Action),FALSE,Holiday Romance,
1998,SHORT FILM,SHORT FILM (Live Action),FALSE,La Carte Postale (The Postcard),
1998,SHORT FILM,SHORT FILM (Live Action),FALSE,Victor,
1998,SOUND,SOUND,FALSE,Armageddon,
1998,SOUND,SOUND,FALSE,The Mask of Zorro,
1998,SOUND,SOUND,TRUE,Saving Private Ryan,
1998,SOUND,SOUND,FALSE,Shakespeare in Love,
1998,SOUND,SOUND,FALSE,The Thin Red Line,
1998,SOUND,SOUND EFFECTS EDITING,FALSE,Armageddon,
1998,SOUND,SOUND EFFECTS EDITING,FALSE,The Mask of Zorro,
1998,SOUND,SOUND EFFECTS EDITING,TRUE,Saving Private Ryan,
1998,SPECIAL EFFECTS,VISUAL EFFECTS,FALSE,Armageddon,
1998,SPECIAL EFFECTS,VISUAL EFFECTS,FALSE,Mighty Joe Young,
1998,SPECIAL EFFECTS,VISUAL EFFECTS,TRUE,What Dreams May Come,
1998,WRITING,WRITING (Screenplay Based on Material Previously Produced or Published),TRUE,Gods and Monsters,
1998,WRITING,WRITING (Screenplay Based on Material Previously Produced or Published),FALSE,Out of Sight,
1998,WRITING,WRITING (Screenplay Based on Material Previously Produced or Published),FALSE,Primary Colors,
1998,WRITING,WRITING (Screenplay Based on Material Previously Produced or Published),FALSE,A Simple Plan,
1998,WRITING,WRITING (Screenplay Based on Material Previously Produced or Published),FALSE,The Thin Red Line,
1998,WRITING,WRITING (Screenplay Written Directly for the Screen),FALSE,Bulworth,
1998,WRITING,WRITING (Screenplay Written Directly for the Screen),FALSE,Life Is Beautiful,
1998,WRITING,WRITING (Screenplay Written Directly for the Screen),FALSE,Saving Private Ryan,
1998,WRITING,WRITING (Screenplay Written Directly for the Screen),TRUE,Shakespeare in Love,
1998,WRITING,WRITING (Screenplay Written Directly for the Screen),FALSE,The Truman Show,
1997,ART DIRECTION,ART DIRECTION,FALSE,Gattaca,
1997,ART DIRECTION,ART DIRECTION,FALSE,Kundun,
1997,ART DIRECTION,ART DIRECTION,FALSE,L.A. Confidential,
1997,ART DIRECTION,ART DIRECTION,FALSE,Men in Black,
1997,ART DIRECTION,ART DIRECTION,TRUE,Titanic,
1997,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,Amistad,
1997,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,Kundun,
1997,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,L.A. Confidential,
1997,CINEMATOGRAPHY,CINEMATOGRAPHY,TRUE,Titanic,
1997,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,The Wings of the Dove,
1997,COSTUME DESIGN,COSTUME DESIGN,FALSE,Amistad,
1997,COSTUME DESIGN,COSTUME DESIGN,FALSE,Kundun,
1997,COSTUME DESIGN,COSTUME DESIGN,FALSE,Oscar and Lucinda,
1997,COSTUME DESIGN,COSTUME DESIGN,TRUE,Titanic,
1997,COSTUME DESIGN,COSTUME DESIGN,FALSE,The Wings of the Dove,
1997,DIRECTING,DIRECTING,FALSE,The Full Monty,
1997,DIRECTING,DIRECTING,FALSE,Good Will Hunting,
1997,DIRECTING,DIRECTING,FALSE,L.A. Confidential,
1997,DIRECTING,DIRECTING,FALSE,The Sweet Hereafter,
1997,DIRECTING,DIRECTING,TRUE,Titanic,
1997,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,Ayn Rand: A Sense of Life,
1997,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,Colors Straight Up,
1997,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,4 Little Girls,
1997,DOCUMENTARY,DOCUMENTARY (Feature),TRUE,The Long Way Home,
1997,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,Waco: The Rules of Engagement,
1997,DOCUMENTARY,DOCUMENTARY (Short Subject),FALSE,Alaska: Spirit of the Wild,
1997,DOCUMENTARY,DOCUMENTARY (Short Subject),FALSE,Amazon,
1997,DOCUMENTARY,DOCUMENTARY (Short Subject),FALSE,Daughter of the Bride,
1997,DOCUMENTARY,DOCUMENTARY (Short Subject),FALSE,Still Kicking: The Fabulous Palm Springs Follies,
1997,DOCUMENTARY,DOCUMENTARY (Short Subject),TRUE,A Story of Healing,
1997,FILM EDITING,FILM EDITING,FALSE,Air Force One,
1997,FILM EDITING,FILM EDITING,FALSE,As Good as It Gets,
1997,FILM EDITING,FILM EDITING,FALSE,Good Will Hunting,
1997,FILM EDITING,FILM EDITING,FALSE,L.A. Confidential,
1997,FILM EDITING,FILM EDITING,TRUE,Titanic,
1997,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,Beyond Silence,
1997,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,TRUE,Character,
1997,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,Four Days in September,
1997,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,Secrets of the Heart,
1997,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,The Thief,
1997,MAKEUP,MAKEUP,TRUE,Men in Black,
1997,MAKEUP,MAKEUP,FALSE,Mrs. Brown,
1997,MAKEUP,MAKEUP,FALSE,Titanic,
1997,MUSIC,MUSIC (Original Dramatic Score),FALSE,Amistad,
1997,MUSIC,MUSIC (Original Dramatic Score),FALSE,Good Will Hunting,
1997,MUSIC,MUSIC (Original Dramatic Score),FALSE,Kundun,
1997,MUSIC,MUSIC (Original Dramatic Score),FALSE,L.A. Confidential,
1997,MUSIC,MUSIC (Original Dramatic Score),TRUE,Titanic,
1997,MUSIC,MUSIC (Original Musical or Comedy Score),FALSE,Anastasia,
1997,MUSIC,MUSIC (Original Musical or Comedy Score),FALSE,As Good as It Gets,
1997,MUSIC,MUSIC (Original Musical or Comedy Score),TRUE,The Full Monty,
1997,MUSIC,MUSIC (Original Musical or Comedy Score),FALSE,Men in Black,
1997,MUSIC,MUSIC (Original Musical or Comedy Score),FALSE,My Best Friend's Wedding,
1997,MUSIC,MUSIC (Original Song),FALSE,Hercules,
1997,MUSIC,MUSIC (Original Song),FALSE,Con Air,
1997,MUSIC,MUSIC (Original Song),FALSE,Anastasia,
1997,MUSIC,MUSIC (Original Song),FALSE,Good Will Hunting,
1997,MUSIC,MUSIC (Original Song),TRUE,Titanic,
1997,BEST PICTURE,BEST PICTURE,FALSE,As Good as It Gets,
1997,BEST PICTURE,BEST PICTURE,FALSE,The Full Monty,
1997,BEST PICTURE,BEST PICTURE,FALSE,Good Will Hunting,
1997,BEST PICTURE,BEST PICTURE,FALSE,L.A. Confidential,
1997,BEST PICTURE,BEST PICTURE,TRUE,Titanic,
1997,SHORT FILM,SHORT FILM (Animated),FALSE,Famous Fred,
1997,SHORT FILM,SHORT FILM (Animated),TRUE,Geri's Game,
1997,SHORT FILM,SHORT FILM (Animated),FALSE,La Vieille Dame et les Pigeons (The Old Lady and the Pigeons),
1997,SHORT FILM,SHORT FILM (Animated),FALSE,The Mermaid,
1997,SHORT FILM,SHORT FILM (Animated),FALSE,Redux Riding Hood,
1997,SHORT FILM,SHORT FILM (Live Action),FALSE,Dance Lexie Dance,
1997,SHORT FILM,SHORT FILM (Live Action),FALSE,It's Good to Talk,
1997,SHORT FILM,SHORT FILM (Live Action),FALSE,Sweethearts?,
1997,SHORT FILM,SHORT FILM (Live Action),TRUE,Visas and Virtue,
1997,SHORT FILM,SHORT FILM (Live Action),FALSE,Wolfgang,
1997,SOUND,SOUND,FALSE,Air Force One,
1997,SOUND,SOUND,FALSE,Con Air,
1997,SOUND,SOUND,FALSE,Contact,
1997,SOUND,SOUND,FALSE,L.A. Confidential,
1997,SOUND,SOUND,TRUE,Titanic,
1997,SOUND,SOUND EFFECTS EDITING,FALSE,Face/Off,
1997,SOUND,SOUND EFFECTS EDITING,FALSE,The Fifth Element,
1997,SOUND,SOUND EFFECTS EDITING,TRUE,Titanic,
1997,SPECIAL EFFECTS,VISUAL EFFECTS,FALSE,The Lost World: Jurassic Park,
1997,SPECIAL EFFECTS,VISUAL EFFECTS,FALSE,Starship Troopers,
1997,SPECIAL EFFECTS,VISUAL EFFECTS,TRUE,Titanic,
1997,WRITING,WRITING (Screenplay Based on Material Previously Produced or Published),FALSE,Donnie Brasco,
1997,WRITING,WRITING (Screenplay Based on Material Previously Produced or Published),TRUE,L.A. Confidential,
1997,WRITING,WRITING (Screenplay Based on Material Previously Produced or Published),FALSE,The Sweet Hereafter,
1997,WRITING,WRITING (Screenplay Based on Material Previously Produced or Published),FALSE,Wag the Dog,
1997,WRITING,WRITING (Screenplay Based on Material Previously Produced or Published),FALSE,The Wings of the Dove,
1997,WRITING,WRITING (Screenplay Written Directly for the Screen),FALSE,As Good as It Gets,
1997,WRITING,WRITING (Screenplay Written Directly for the Screen),FALSE,Boogie Nights,
1997,WRITING,WRITING (Screenplay Written Directly for the Screen),FALSE,Deconstructing Harry,
1997,WRITING,WRITING (Screenplay Written Directly for the Screen),FALSE,The Full Monty,
1997,WRITING,WRITING (Screenplay Written Directly for the Screen),TRUE,Good Will Hunting,
1996,ART DIRECTION,ART DIRECTION,FALSE,The Birdcage,
1996,ART DIRECTION,ART DIRECTION,TRUE,The English Patient,
1996,ART DIRECTION,ART DIRECTION,FALSE,Evita,
1996,ART DIRECTION,ART DIRECTION,FALSE,Hamlet,
1996,ART DIRECTION,ART DIRECTION,FALSE,William Shakespeare's Romeo & Juliet,
1996,CINEMATOGRAPHY,CINEMATOGRAPHY,TRUE,The English Patient,
1996,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,Evita,
1996,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,Fargo,
1996,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,Fly Away Home,
1996,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,Michael Collins,
1996,COSTUME DESIGN,COSTUME DESIGN,FALSE,Angels and Insects,
1996,COSTUME DESIGN,COSTUME DESIGN,FALSE,Emma,
1996,COSTUME DESIGN,COSTUME DESIGN,TRUE,The English Patient,
1996,COSTUME DESIGN,COSTUME DESIGN,FALSE,Hamlet,
1996,COSTUME DESIGN,COSTUME DESIGN,FALSE,The Portrait of a Lady,
1996,DIRECTING,DIRECTING,TRUE,The English Patient,
1996,DIRECTING,DIRECTING,FALSE,Fargo,
1996,DIRECTING,DIRECTING,FALSE,The People vs. Larry Flynt,
1996,DIRECTING,DIRECTING,FALSE,Secrets & Lies,
1996,DIRECTING,DIRECTING,FALSE,Shine,
1996,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,The Line King: The Al Hirschfeld Story,
1996,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,Mandela,
1996,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,Suzanne Farrell: Elusive Muse,
1996,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,Tell the Truth and Run: George Seldes and the American Press,
1996,DOCUMENTARY,DOCUMENTARY (Feature),TRUE,When We Were Kings,
1996,DOCUMENTARY,DOCUMENTARY (Short Subject),TRUE,Breathing Lessons: The Life and Work of Mark O'Brien,
1996,DOCUMENTARY,DOCUMENTARY (Short Subject),FALSE,Cosmic Voyage,
1996,DOCUMENTARY,DOCUMENTARY (Short Subject),FALSE,An Essay on Matisse,
1996,DOCUMENTARY,DOCUMENTARY (Short Subject),FALSE,Special Effects,
1996,DOCUMENTARY,DOCUMENTARY (Short Subject),FALSE,The Wild Bunch: An Album in Montage,
1996,FILM EDITING,FILM EDITING,TRUE,The English Patient,
1996,FILM EDITING,FILM EDITING,FALSE,Evita,
1996,FILM EDITING,FILM EDITING,FALSE,Fargo,
1996,FILM EDITING,FILM EDITING,FALSE,Jerry Maguire,
1996,FILM EDITING,FILM EDITING,FALSE,Shine,
1996,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,A Chef in Love,
1996,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,TRUE,Kolya,
1996,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,The Other Side of Sunday,
1996,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,Prisoner of the Mountains,
1996,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,Ridicule,
1996,MAKEUP,MAKEUP,FALSE,Ghosts of Mississippi,
1996,MAKEUP,MAKEUP,TRUE,The Nutty Professor,
1996,MAKEUP,MAKEUP,FALSE,Star Trek: First Contact,
1996,MUSIC,MUSIC (Original Dramatic Score),TRUE,The English Patient,
1996,MUSIC,MUSIC (Original Dramatic Score),FALSE,Hamlet,
1996,MUSIC,MUSIC (Original Dramatic Score),FALSE,Michael Collins,
1996,MUSIC,MUSIC (Original Dramatic Score),FALSE,Shine,
1996,MUSIC,MUSIC (Original Dramatic Score),FALSE,Sleepers,
1996,MUSIC,MUSIC (Original Musical or Comedy Score),TRUE,Emma,
1996,MUSIC,MUSIC (Original Musical or Comedy Score),FALSE,The First Wives Club,
1996,MUSIC,MUSIC (Original Musical or Comedy Score),FALSE,The Hunchback of Notre Dame,
1996,MUSIC,MUSIC (Original Musical or Comedy Score),FALSE,James and the Giant Peach,
1996,MUSIC,MUSIC (Original Musical or Comedy Score),FALSE,The Preacher's Wife,
1996,MUSIC,MUSIC (Original Song),FALSE,Up Close and Personal,
1996,MUSIC,MUSIC (Original Song),FALSE,One Fine Day,
1996,MUSIC,MUSIC (Original Song),FALSE,The Mirror Has Two Faces,
1996,MUSIC,MUSIC (Original Song),FALSE,That Thing You Do!,
1996,MUSIC,MUSIC (Original Song),TRUE,Evita,
1996,BEST PICTURE,BEST PICTURE,TRUE,The English Patient,
1996,BEST PICTURE,BEST PICTURE,FALSE,Fargo,
1996,BEST PICTURE,BEST PICTURE,FALSE,Jerry Maguire,
1996,BEST PICTURE,BEST PICTURE,FALSE,Secrets & Lies,
1996,BEST PICTURE,BEST PICTURE,FALSE,Shine,
1996,SHORT FILM,SHORT FILM (Animated),FALSE,Canhead,
1996,SHORT FILM,SHORT FILM (Animated),FALSE,La Salla,
1996,SHORT FILM,SHORT FILM (Animated),TRUE,Quest,
1996,SHORT FILM,SHORT FILM (Animated),FALSE,Wat's Pig,
1996,SHORT FILM,SHORT FILM (Live Action),FALSE,"De Tripas, Corazon",
1996,SHORT FILM,SHORT FILM (Live Action),TRUE,Dear Diary,
1996,SHORT FILM,SHORT FILM (Live Action),FALSE,Ernst & Lyset,
1996,SHORT FILM,SHORT FILM (Live Action),FALSE,Esposados,
1996,SHORT FILM,SHORT FILM (Live Action),FALSE,Wordless,
1996,SOUND,SOUND,TRUE,The English Patient,
1996,SOUND,SOUND,FALSE,Evita,
1996,SOUND,SOUND,FALSE,Independence Day,
1996,SOUND,SOUND,FALSE,The Rock,
1996,SOUND,SOUND,FALSE,Twister,
1996,SOUND,SOUND EFFECTS EDITING,FALSE,Daylight,
1996,SOUND,SOUND EFFECTS EDITING,FALSE,Eraser,
1996,SOUND,SOUND EFFECTS EDITING,TRUE,The Ghost and the Darkness,
1996,SPECIAL EFFECTS,VISUAL EFFECTS,FALSE,Dragonheart,
1996,SPECIAL EFFECTS,VISUAL EFFECTS,TRUE,Independence Day,
1996,SPECIAL EFFECTS,VISUAL EFFECTS,FALSE,Twister,
1996,WRITING,WRITING (Screenplay Based on Material Previously Produced or Published),FALSE,The Crucible,
1996,WRITING,WRITING (Screenplay Based on Material Previously Produced or Published),FALSE,The English Patient,
1996,WRITING,WRITING (Screenplay Based on Material Previously Produced or Published),FALSE,Hamlet,
1996,WRITING,WRITING (Screenplay Based on Material Previously Produced or Published),TRUE,Sling Blade,
1996,WRITING,WRITING (Screenplay Based on Material Previously Produced or Published),FALSE,Trainspotting,
1996,WRITING,WRITING (Screenplay Written Directly for the Screen),TRUE,Fargo,
1996,WRITING,WRITING (Screenplay Written Directly for the Screen),FALSE,Jerry Maguire,
1996,WRITING,WRITING (Screenplay Written Directly for the Screen),FALSE,Lone Star,
1996,WRITING,WRITING (Screenplay Written Directly for the Screen),FALSE,Secrets & Lies,
1996,WRITING,WRITING (Screenplay Written Directly for the Screen),FALSE,Shine,
1995,ART DIRECTION,ART DIRECTION,FALSE,Apollo 13,
1995,ART DIRECTION,ART DIRECTION,FALSE,Babe,
1995,ART DIRECTION,ART DIRECTION,FALSE,A Little Princess,
1995,ART DIRECTION,ART DIRECTION,TRUE,Restoration,
1995,ART DIRECTION,ART DIRECTION,FALSE,Richard III,
1995,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,Batman Forever,
1995,CINEMATOGRAPHY,CINEMATOGRAPHY,TRUE,Braveheart,
1995,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,A Little Princess,
1995,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,Sense and Sensibility,
1995,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,Shanghai Triad,
1995,COSTUME DESIGN,COSTUME DESIGN,FALSE,Braveheart,
1995,COSTUME DESIGN,COSTUME DESIGN,TRUE,Restoration,
1995,COSTUME DESIGN,COSTUME DESIGN,FALSE,Richard III,
1995,COSTUME DESIGN,COSTUME DESIGN,FALSE,Sense and Sensibility,
1995,COSTUME DESIGN,COSTUME DESIGN,FALSE,12 Monkeys,
1995,DIRECTING,DIRECTING,FALSE,Babe,
1995,DIRECTING,DIRECTING,TRUE,Braveheart,
1995,DIRECTING,DIRECTING,FALSE,Dead Man Walking,
1995,DIRECTING,DIRECTING,FALSE,Leaving Las Vegas,
1995,DIRECTING,DIRECTING,FALSE,The Postman (Il Postino),
1995,DOCUMENTARY,DOCUMENTARY (Feature),TRUE,Anne Frank Remembered,
1995,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,The Battle over Citizen Kane,
1995,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,Fiddlefest--Roberta Tzavaras and Her East Harlem Violin Program,
1995,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,Hank Aaron: Chasing the Dream,
1995,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,Troublesome Creek: A Midwestern,
1995,DOCUMENTARY,DOCUMENTARY (Short Subject),FALSE,Jim Dine: A Self-Portrait on the Walls,
1995,DOCUMENTARY,DOCUMENTARY (Short Subject),FALSE,The Living Sea,
1995,DOCUMENTARY,DOCUMENTARY (Short Subject),FALSE,Never Give Up: The 20th Century Odyssey of Herbert Zipper,
1995,DOCUMENTARY,DOCUMENTARY (Short Subject),TRUE,One Survivor Remembers,
1995,DOCUMENTARY,DOCUMENTARY (Short Subject),FALSE,The Shadow of Hate,
1995,FILM EDITING,FILM EDITING,TRUE,Apollo 13,
1995,FILM EDITING,FILM EDITING,FALSE,Babe,
1995,FILM EDITING,FILM EDITING,FALSE,Braveheart,
1995,FILM EDITING,FILM EDITING,FALSE,Crimson Tide,
1995,FILM EDITING,FILM EDITING,FALSE,Seven,
1995,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,All Things Fair,
1995,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,TRUE,Antonia's Line,
1995,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,Dust of Life,
1995,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,O Quatrilho,
1995,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,The Star Maker,
1995,MAKEUP,MAKEUP,TRUE,Braveheart,
1995,MAKEUP,MAKEUP,FALSE,"My Family, Mi Familia",
1995,MAKEUP,MAKEUP,FALSE,Roommates,
1995,MUSIC,MUSIC (Original Dramatic Score),FALSE,Apollo 13,
1995,MUSIC,MUSIC (Original Dramatic Score),FALSE,Braveheart,
1995,MUSIC,MUSIC (Original Dramatic Score),FALSE,Nixon,
1995,MUSIC,MUSIC (Original Dramatic Score),TRUE,The Postman (Il Postino),
1995,MUSIC,MUSIC (Original Dramatic Score),FALSE,Sense and Sensibility,
1995,MUSIC,MUSIC (Original Musical or Comedy Score),FALSE,The American President,
1995,MUSIC,MUSIC (Original Musical or Comedy Score),TRUE,Pocahontas,
1995,MUSIC,MUSIC (Original Musical or Comedy Score),FALSE,Sabrina,
1995,MUSIC,MUSIC (Original Musical or Comedy Score),FALSE,Toy Story,
1995,MUSIC,MUSIC (Original Musical or Comedy Score),FALSE,Unstrung Heroes,
1995,MUSIC,MUSIC (Original Song),TRUE,Pocahontas,
1995,MUSIC,MUSIC (Original Song),FALSE,Dead Man Walking,
1995,MUSIC,MUSIC (Original Song),FALSE,Don Juan DeMarco,
1995,MUSIC,MUSIC (Original Song),FALSE,Sabrina,
1995,MUSIC,MUSIC (Original Song),FALSE,Toy Story,
1995,BEST PICTURE,BEST PICTURE,FALSE,Apollo 13,
1995,BEST PICTURE,BEST PICTURE,FALSE,Babe,
1995,BEST PICTURE,BEST PICTURE,TRUE,Braveheart,
1995,BEST PICTURE,BEST PICTURE,FALSE,The Postman (Il Postino),
1995,BEST PICTURE,BEST PICTURE,FALSE,Sense and Sensibility,
1995,SHORT FILM,SHORT FILM (Animated),FALSE,The Chicken from Outer Space,
1995,SHORT FILM,SHORT FILM (Animated),TRUE,A Close Shave,
1995,SHORT FILM,SHORT FILM (Animated),FALSE,the end,
1995,SHORT FILM,SHORT FILM (Animated),FALSE,Gagarin,
1995,SHORT FILM,SHORT FILM (Animated),FALSE,Runaway Brain,
1995,SHORT FILM,SHORT FILM (Live Action),FALSE,Brooms,
1995,SHORT FILM,SHORT FILM (Live Action),FALSE,Duke of Groove,
1995,SHORT FILM,SHORT FILM (Live Action),TRUE,Lieberman in Love,
1995,SHORT FILM,SHORT FILM (Live Action),FALSE,Little Surprises,
1995,SHORT FILM,SHORT FILM (Live Action),FALSE,Tuesday Morning Ride,
1995,SOUND,SOUND,TRUE,Apollo 13,
1995,SOUND,SOUND,FALSE,Batman Forever,
1995,SOUND,SOUND,FALSE,Braveheart,
1995,SOUND,SOUND,FALSE,Crimson Tide,
1995,SOUND,SOUND,FALSE,Waterworld,
1995,SOUND,SOUND EFFECTS EDITING,FALSE,Batman Forever,
1995,SOUND,SOUND EFFECTS EDITING,TRUE,Braveheart,
1995,SOUND,SOUND EFFECTS EDITING,FALSE,Crimson Tide,
1995,SPECIAL EFFECTS,VISUAL EFFECTS,FALSE,Apollo 13,
1995,SPECIAL EFFECTS,VISUAL EFFECTS,TRUE,Babe,
1995,WRITING,WRITING (Screenplay Based on Material Previously Produced or Published),FALSE,Apollo 13,
1995,WRITING,WRITING (Screenplay Based on Material Previously Produced or Published),FALSE,Babe,
1995,WRITING,WRITING (Screenplay Based on Material Previously Produced or Published),FALSE,Leaving Las Vegas,
