year,category,sub_category,winner,entity,id
2017,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,FALSE,The Boss Baby,tt3874544
2017,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,FALSE,The Breadwinner,tt3901826
2017,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,TRUE,Coco,tt2380307
2017,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,FALSE,Ferdinand,tt3411444
2017,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,FALSE,Loving Vincent,tt3262342
2017,CINEMATOGRAPHY,CINEMATOGRAPHY,TRUE,Blade Runner 2049,tt1856101
2017,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,Darkest Hour,tt4555426
2017,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,Dunkirk,tt5013056
2017,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,Mudbound,tt2396589
2017,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,The Shape of Water,tt5580390
2017,COSTUME DESIGN,COSTUME DESIGN,FALSE,Beauty and the Beast,tt11861230
2017,COSTUME DESIGN,COSTUME DESIGN,FALSE,Darkest Hour,tt4555426
2017,COSTUME DESIGN,COSTUME DESIGN,TRUE,Phantom Thread,tt5776858
2017,COSTUME DESIGN,COSTUME DESIGN,FALSE,The Shape of Water,tt5580390
2017,COSTUME DESIGN,COSTUME DESIGN,FALSE,Victoria & Abdul,tt5816682
2017,DIRECTING,DIRECTING,FALSE,Dunkirk,tt5013056
2017,DIRECTING,DIRECTING,FALSE,Get Out,tt5052448
2017,DIRECTING,DIRECTING,FALSE,Lady Bird,tt4925292
2017,DIRECTING,DIRECTING,FALSE,Phantom Thread,tt5776858
2017,DIRECTING,DIRECTING,TRUE,The Shape of Water,tt5580390
2017,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,Abacus: Small Enough to Jail,
2017,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,Faces Places,tt5598102
2017,DOCUMENTARY,DOCUMENTARY (Feature),TRUE,Icarus,tt6333060
2017,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,Last Men in Aleppo,tt6333074
2017,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,Strong Island,tt5873150
2017,DOCUMENTARY,DOCUMENTARY (Short Subject),FALSE,Edith+Eddie,tt6519356
2017,DOCUMENTARY,DOCUMENTARY (Short Subject),TRUE,Heaven Is a Traffic Jam on the 405,
2017,DOCUMENTARY,DOCUMENTARY (Short Subject),FALSE,Heroin(e),tt7389366
2017,DOCUMENTARY,DOCUMENTARY (Short Subject),FALSE,Knife Skills,tt5745110
2017,DOCUMENTARY,DOCUMENTARY (Short Subject),FALSE,Traffic Stop,tt7874708
2017,FILM EDITING,FILM EDITING,FALSE,Baby Driver,tt3890160
2017,FILM EDITING,FILM EDITING,TRUE,Dunkirk,tt5013056
2017,FILM EDITING,FILM EDITING,FALSE,"I, Tonya",
2017,FILM EDITING,FILM EDITING,FALSE,The Shape of Water,tt5580390
2017,FILM EDITING,FILM EDITING,FALSE,"Three Billboards Outside Ebbing, Missouri",
2017,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,TRUE,A Fantastic Woman,tt5639354
2017,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,The Insult,tt7048622
2017,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,Loveless,tt5286306
2017,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,On Body and Soul,tt5607714
2017,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,The Square,tt4995790
2017,MAKEUP,MAKEUP AND HAIRSTYLING,TRUE,Darkest Hour,tt4555426
2017,MAKEUP,MAKEUP AND HAIRSTYLING,FALSE,Victoria & Abdul,tt5816682
2017,MAKEUP,MAKEUP AND HAIRSTYLING,FALSE,Wonder,tt2543472
2017,MUSIC,MUSIC (Original Score),FALSE,Dunkirk,tt5013056
2017,MUSIC,MUSIC (Original Score),FALSE,Phantom Thread,tt5776858
2017,MUSIC,MUSIC (Original Score),TRUE,The Shape of Water,tt5580390
2017,MUSIC,MUSIC (Original Score),FALSE,Star Wars: The Last Jedi,
2017,MUSIC,MUSIC (Original Score),FALSE,"Three Billboards Outside Ebbing, Missouri",
2017,MUSIC,MUSIC (Original Song),FALSE,Mudbound,tt2396589
2017,MUSIC,MUSIC (Original Song),FALSE,Call Me by Your Name,tt5726616
2017,MUSIC,MUSIC (Original Song),TRUE,Coco,tt2380307
2017,MUSIC,MUSIC (Original Song),FALSE,Marshall,tt5301662
2017,MUSIC,MUSIC (Original Song),FALSE,The Greatest Showman,tt1485796
2017,BEST PICTURE,BEST PICTURE,FALSE,Call Me by Your Name,tt5726616
2017,BEST PICTURE,BEST PICTURE,FALSE,Darkest Hour,tt4555426
2017,BEST PICTURE,BEST PICTURE,FALSE,Dunkirk,tt5013056
2017,BEST PICTURE,BEST PICTURE,FALSE,Get Out,tt5052448
2017,BEST PICTURE,BEST PICTURE,FALSE,Lady Bird,tt4925292
2017,BEST PICTURE,BEST PICTURE,FALSE,Phantom Thread,tt5776858
2017,BEST PICTURE,BEST PICTURE,FALSE,The Post,tt6294822
2017,BEST PICTURE,BEST PICTURE,TRUE,The Shape of Water,tt5580390
2017,BEST PICTURE,BEST PICTURE,FALSE,"Three Billboards Outside Ebbing, Missouri",
2017,PRODUCTION DESIGN,PRODUCTION DESIGN,FALSE,Beauty and the Beast,tt11861230
2017,PRODUCTION DESIGN,PRODUCTION DESIGN,FALSE,Blade Runner 2049,tt1856101
2017,PRODUCTION DESIGN,PRODUCTION DESIGN,FALSE,Darkest Hour,tt4555426
2017,PRODUCTION DESIGN,PRODUCTION DESIGN,FALSE,Dunkirk,tt5013056
2017,PRODUCTION DESIGN,PRODUCTION DESIGN,TRUE,The Shape of Water,tt5580390
2017,SHORT FILM,SHORT FILM (Animated),TRUE,Dear Basketball,tt6794476
2017,SHORT FILM,SHORT FILM (Animated),FALSE,Garden Party,tt6426140
2017,SHORT FILM,SHORT FILM (Animated),FALSE,Lou,tt6267732
2017,SHORT FILM,SHORT FILM (Animated),FALSE,Negative Space,tt7090150
2017,SHORT FILM,SHORT FILM (Animated),FALSE,Revolting Rhymes,
2017,SHORT FILM,SHORT FILM (Live Action),FALSE,DeKalb Elementary,tt5926890
2017,SHORT FILM,SHORT FILM (Live Action),FALSE,The Eleven O'Clock,
2017,SHORT FILM,SHORT FILM (Live Action),FALSE,My Nephew Emmett,tt6598290
2017,SHORT FILM,SHORT FILM (Live Action),TRUE,The Silent Child,tt6186970
2017,SHORT FILM,SHORT FILM (Live Action),FALSE,Watu Wote/All of Us,
2017,SOUND,SOUND EDITING,FALSE,Baby Driver,tt3890160
2017,SOUND,SOUND EDITING,FALSE,Blade Runner 2049,tt1856101
2017,SOUND,SOUND EDITING,TRUE,Dunkirk,tt5013056
2017,SOUND,SOUND EDITING,FALSE,The Shape of Water,tt5580390
2017,SOUND,SOUND EDITING,FALSE,Star Wars: The Last Jedi,
2017,SOUND,SOUND MIXING,FALSE,Baby Driver,tt3890160
2017,SOUND,SOUND MIXING,FALSE,Blade Runner 2049,tt1856101
2017,SOUND,SOUND MIXING,TRUE,Dunkirk,tt5013056
2017,SOUND,SOUND MIXING,FALSE,The Shape of Water,tt5580390
2017,SOUND,SOUND MIXING,FALSE,Star Wars: The Last Jedi,
2017,SPECIAL EFFECTS,VISUAL EFFECTS,TRUE,Blade Runner 2049,tt1856101
2017,SPECIAL EFFECTS,VISUAL EFFECTS,FALSE,Guardians of the Galaxy Vol. 2,tt3896198
2017,SPECIAL EFFECTS,VISUAL EFFECTS,FALSE,Kong: Skull Island,tt3731562
2017,SPECIAL EFFECTS,VISUAL EFFECTS,FALSE,Star Wars: The Last Jedi,
2017,SPECIAL EFFECTS,VISUAL EFFECTS,FALSE,War for the Planet of the Apes,tt3450958
2017,WRITING,WRITING (Adapted Screenplay),TRUE,Call Me by Your Name,tt5726616
2017,WRITING,WRITING (Adapted Screenplay),FALSE,The Disaster Artist,tt3521126
2017,WRITING,WRITING (Adapted Screenplay),FALSE,Logan,tt3315342
2017,WRITING,WRITING (Adapted Screenplay),FALSE,Molly's Game,tt4209788
2017,WRITING,WRITING (Adapted Screenplay),FALSE,Mudbound,tt2396589
2017,WRITING,WRITING (Original Screenplay),FALSE,The Big Sick,tt5462602
2017,WRITING,WRITING (Original Screenplay),TRUE,Get Out,tt5052448
2017,WRITING,WRITING (Original Screenplay),FALSE,Lady Bird,tt4925292
2017,WRITING,WRITING (Original Screenplay),FALSE,The Shape of Water,tt5580390
2017,WRITING,WRITING (Original Screenplay),FALSE,"Three Billboards Outside Ebbing, Missouri",
2016,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,FALSE,Kubo and the Two Strings,tt4302938
2016,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,FALSE,Moana,tt3521164
2016,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,FALSE,My Life as a Zucchini,tt2321405
2016,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,FALSE,The Red Turtle,tt3666024
2016,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,TRUE,Zootopia,tt2948356
2016,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,Arrival,tt2543164
2016,CINEMATOGRAPHY,CINEMATOGRAPHY,TRUE,La La Land,tt3783958
2016,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,Lion,tt3741834
2016,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,Moonlight,tt4975722
2016,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,Silence,tt0490215
2016,COSTUME DESIGN,COSTUME DESIGN,FALSE,Allied,tt3640424
2016,COSTUME DESIGN,COSTUME DESIGN,TRUE,Fantastic Beasts and Where to Find Them,tt3183660
2016,COSTUME DESIGN,COSTUME DESIGN,FALSE,Florence Foster Jenkins,tt4136084
2016,COSTUME DESIGN,COSTUME DESIGN,FALSE,Jackie,tt1619029
2016,COSTUME DESIGN,COSTUME DESIGN,FALSE,La La Land,tt3783958
2016,DIRECTING,DIRECTING,FALSE,Arrival,tt2543164
2016,DIRECTING,DIRECTING,FALSE,Hacksaw Ridge,tt2119532
2016,DIRECTING,DIRECTING,TRUE,La La Land,tt3783958
2016,DIRECTING,DIRECTING,FALSE,Manchester by the Sea,tt4034228
2016,DIRECTING,DIRECTING,FALSE,Moonlight,tt4975722
2016,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,Fire at Sea,tt3652526
2016,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,I Am Not Your Negro,tt5804038
2016,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,"Life, Animated",
2016,DOCUMENTARY,DOCUMENTARY (Feature),TRUE,O.J.: Made in America,tt5275892
2016,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,13th,tt5895028
2016,DOCUMENTARY,DOCUMENTARY (Short Subject),FALSE,Extremis,tt5538078
2016,DOCUMENTARY,DOCUMENTARY (Short Subject),FALSE,4.1 Miles,tt6279726
2016,DOCUMENTARY,DOCUMENTARY (Short Subject),FALSE,Joe's Violin,tt5639178
2016,DOCUMENTARY,DOCUMENTARY (Short Subject),FALSE,Watani: My Homeland,tt6195494
2016,DOCUMENTARY,DOCUMENTARY (Short Subject),TRUE,The White Helmets,tt6073176
2016,FILM EDITING,FILM EDITING,FALSE,Arrival,tt2543164
2016,FILM EDITING,FILM EDITING,TRUE,Hacksaw Ridge,tt2119532
2016,FILM EDITING,FILM EDITING,FALSE,Hell or High Water,tt2582782
2016,FILM EDITING,FILM EDITING,FALSE,La La Land,tt3783958
2016,FILM EDITING,FILM EDITING,FALSE,Moonlight,tt4975722
2016,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,Land of Mine,
2016,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,A Man Called Ove,
2016,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,TRUE,The Salesman,tt5186714
2016,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,Tanna,
2016,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,Toni Erdmann,tt4048272
2016,MAKEUP,MAKEUP AND HAIRSTYLING,FALSE,A Man Called Ove,tt4080728
2016,MAKEUP,MAKEUP AND HAIRSTYLING,FALSE,Star Trek Beyond,tt2660888
2016,MAKEUP,MAKEUP AND HAIRSTYLING,TRUE,Suicide Squad,tt1386697
2016,MUSIC,MUSIC (Original Score),FALSE,Jackie,tt1619029
2016,MUSIC,MUSIC (Original Score),TRUE,La La Land,tt3783958
2016,MUSIC,MUSIC (Original Score),FALSE,Lion,tt3741834
2016,MUSIC,MUSIC (Original Score),FALSE,Moonlight,tt4975722
2016,MUSIC,MUSIC (Original Score),FALSE,Passengers,tt1355644
2016,MUSIC,MUSIC (Original Song),FALSE,La La Land,tt3783958
2016,MUSIC,MUSIC (Original Song),FALSE,Trolls,tt1679335
2016,MUSIC,MUSIC (Original Song),TRUE,La La Land,tt3783958
2016,MUSIC,MUSIC (Original Song),FALSE,Jim: The James Foley Story,tt5278466
2016,MUSIC,MUSIC (Original Song),FALSE,Moana,tt3521164
2016,BEST PICTURE,BEST PICTURE,FALSE,Arrival,tt2543164
2016,BEST PICTURE,BEST PICTURE,FALSE,Fences,tt2671706
2016,BEST PICTURE,BEST PICTURE,FALSE,Hacksaw Ridge,tt2119532
2016,BEST PICTURE,BEST PICTURE,FALSE,Hell or High Water,tt2582782
2016,BEST PICTURE,BEST PICTURE,FALSE,Hidden Figures,tt4846340
2016,BEST PICTURE,BEST PICTURE,FALSE,La La Land,tt3783958
2016,BEST PICTURE,BEST PICTURE,FALSE,Lion,tt3741834
2016,BEST PICTURE,BEST PICTURE,FALSE,Manchester by the Sea,tt4034228
2016,BEST PICTURE,BEST PICTURE,TRUE,Moonlight,tt4975722
2016,PRODUCTION DESIGN,PRODUCTION DESIGN,FALSE,Arrival,tt2543164
2016,PRODUCTION DESIGN,PRODUCTION DESIGN,FALSE,Fantastic Beasts and Where to Find Them,tt3183660
2016,PRODUCTION DESIGN,PRODUCTION DESIGN,FALSE,"Hail, Caesar!",
2016,PRODUCTION DESIGN,PRODUCTION DESIGN,TRUE,La La Land,tt3783958
2016,PRODUCTION DESIGN,PRODUCTION DESIGN,FALSE,Passengers,tt1355644
2016,SHORT FILM,SHORT FILM (Animated),FALSE,Blind Vaysha,tt5559726
2016,SHORT FILM,SHORT FILM (Animated),FALSE,Borrowed Time,tt6048124
2016,SHORT FILM,SHORT FILM (Animated),FALSE,Pear Cider and Cigarettes,tt5358978
2016,SHORT FILM,SHORT FILM (Animated),FALSE,Pearl,tt5478628
2016,SHORT FILM,SHORT FILM (Animated),TRUE,Piper,tt5613056
2016,SHORT FILM,SHORT FILM (Live Action),FALSE,Ennemis Intérieurs,
2016,SHORT FILM,SHORT FILM (Live Action),FALSE,La Femme et le TGV,
2016,SHORT FILM,SHORT FILM (Live Action),FALSE,Silent Nights,tt6460636
2016,SHORT FILM,SHORT FILM (Live Action),TRUE,Sing,tt3470600
2016,SHORT FILM,SHORT FILM (Live Action),FALSE,Timecode,tt5699202
2016,SOUND,SOUND EDITING,TRUE,Arrival,tt2543164
2016,SOUND,SOUND EDITING,FALSE,Deepwater Horizon,tt1860357
2016,SOUND,SOUND EDITING,FALSE,Hacksaw Ridge,tt2119532
2016,SOUND,SOUND EDITING,FALSE,La La Land,tt3783958
2016,SOUND,SOUND EDITING,FALSE,Sully,tt3263904
2016,SOUND,SOUND MIXING,FALSE,Arrival,tt2543164
2016,SOUND,SOUND MIXING,TRUE,Hacksaw Ridge,tt2119532
2016,SOUND,SOUND MIXING,FALSE,La La Land,tt3783958
2016,SOUND,SOUND MIXING,FALSE,Rogue One: A Star Wars Story,tt3748528
2016,SOUND,SOUND MIXING,FALSE,13 Hours: The Secret Soldiers of Benghazi,
2016,SPECIAL EFFECTS,VISUAL EFFECTS,FALSE,Deepwater Horizon,tt1860357
2016,SPECIAL EFFECTS,VISUAL EFFECTS,FALSE,Doctor Strange,tt1211837
2016,SPECIAL EFFECTS,VISUAL EFFECTS,TRUE,The Jungle Book,tt3040964
2016,SPECIAL EFFECTS,VISUAL EFFECTS,FALSE,Kubo and the Two Strings,tt4302938
2016,SPECIAL EFFECTS,VISUAL EFFECTS,FALSE,Rogue One: A Star Wars Story,tt3748528
2016,WRITING,WRITING (Adapted Screenplay),FALSE,Arrival,tt2543164
2016,WRITING,WRITING (Adapted Screenplay),FALSE,Fences,tt2671706
2016,WRITING,WRITING (Adapted Screenplay),FALSE,Hidden Figures,tt4846340
2016,WRITING,WRITING (Adapted Screenplay),FALSE,Lion,tt3741834
2016,WRITING,WRITING (Adapted Screenplay),TRUE,Moonlight,tt4975722
2016,WRITING,WRITING (Original Screenplay),FALSE,Hell or High Water,tt2582782
2016,WRITING,WRITING (Original Screenplay),FALSE,La La Land,tt3783958
2016,WRITING,WRITING (Original Screenplay),FALSE,The Lobster,
2016,WRITING,WRITING (Original Screenplay),TRUE,Manchester by the Sea,tt4034228
2016,WRITING,WRITING (Original Screenplay),FALSE,20th Century Women,tt4385888
2015,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,FALSE,Anomalisa,tt2401878
2015,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,FALSE,Boy and the World,
2015,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,TRUE,Inside Out,tt2096673
2015,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,FALSE,Shaun the Sheep Movie,tt2872750
2015,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,FALSE,When Marnie Was There,
2015,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,Carol,tt2402927
2015,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,The Hateful Eight,tt3460252
2015,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,Mad Max: Fury Road,tt1392190
2015,CINEMATOGRAPHY,CINEMATOGRAPHY,TRUE,The Revenant,tt1663202
2015,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,Sicario,tt3397884
2015,COSTUME DESIGN,COSTUME DESIGN,FALSE,Carol,tt2402927
2015,COSTUME DESIGN,COSTUME DESIGN,FALSE,Cinderella,tt1661199
2015,COSTUME DESIGN,COSTUME DESIGN,FALSE,The Danish Girl,tt0810819
2015,COSTUME DESIGN,COSTUME DESIGN,TRUE,Mad Max: Fury Road,tt1392190
2015,COSTUME DESIGN,COSTUME DESIGN,FALSE,The Revenant,tt1663202
2015,DIRECTING,DIRECTING,FALSE,The Big Short,tt1596363
2015,DIRECTING,DIRECTING,FALSE,Mad Max: Fury Road,tt1392190
2015,DIRECTING,DIRECTING,TRUE,The Revenant,tt1663202
2015,DIRECTING,DIRECTING,FALSE,Room,tt3170832
2015,DIRECTING,DIRECTING,FALSE,Spotlight,tt1895587
2015,DOCUMENTARY,DOCUMENTARY (Feature),TRUE,Amy,tt2870648
2015,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,Cartel Land,tt4126304
2015,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,The Look of Silence,
2015,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,"What Happened, Miss Simone?",
2015,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,Winter on Fire: Ukraine's Fight for Freedom,tt4908644
2015,DOCUMENTARY,DOCUMENTARY (Short Subject),FALSE,Body Team 12,tt4430002
2015,DOCUMENTARY,DOCUMENTARY (Short Subject),FALSE,"Chau, beyond the Lines",
2015,DOCUMENTARY,DOCUMENTARY (Short Subject),FALSE,Claude Lanzmann: Spectres of the Shoah,tt4815426
2015,DOCUMENTARY,DOCUMENTARY (Short Subject),TRUE,A Girl in the River: The Price of Forgiveness,tt5144072
2015,DOCUMENTARY,DOCUMENTARY (Short Subject),FALSE,Last Day of Freedom,tt4172096
2015,FILM EDITING,FILM EDITING,FALSE,The Big Short,tt1596363
2015,FILM EDITING,FILM EDITING,TRUE,Mad Max: Fury Road,tt1392190
2015,FILM EDITING,FILM EDITING,FALSE,The Revenant,tt1663202
2015,FILM EDITING,FILM EDITING,FALSE,Spotlight,tt1895587
2015,FILM EDITING,FILM EDITING,FALSE,Star Wars: The Force Awakens,
2015,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,Embrace of the Serpent,tt4285496
2015,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,Mustang,tt3966404
2015,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,TRUE,Son of Saul,tt3808342
2015,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,Theeb,
2015,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,A War,tt3830162
2015,MAKEUP,MAKEUP AND HAIRSTYLING,TRUE,Mad Max: Fury Road,tt1392190
2015,MAKEUP,MAKEUP AND HAIRSTYLING,FALSE,The 100-Year-Old Man Who Climbed out the Window and Disappeared,
2015,MAKEUP,MAKEUP AND HAIRSTYLING,FALSE,The Revenant,tt1663202
2015,MUSIC,MUSIC (Original Score),FALSE,Bridge of Spies,tt3682448
2015,MUSIC,MUSIC (Original Score),FALSE,Carol,tt2402927
2015,MUSIC,MUSIC (Original Score),TRUE,The Hateful Eight,tt3460252
2015,MUSIC,MUSIC (Original Score),FALSE,Sicario,tt3397884
2015,MUSIC,MUSIC (Original Score),FALSE,Star Wars: The Force Awakens,
2015,MUSIC,MUSIC (Original Song),FALSE,Fifty Shades of Grey,tt2322441
2015,MUSIC,MUSIC (Original Song),FALSE,Racing Extinction,tt1618448
2015,MUSIC,MUSIC (Original Song),FALSE,Youth,tt3312830
2015,MUSIC,MUSIC (Original Song),FALSE,The Hunting Ground,tt4185572
2015,MUSIC,MUSIC (Original Song),TRUE,Spectre,tt2379713
2015,BEST PICTURE,BEST PICTURE,FALSE,The Big Short,tt1596363
2015,BEST PICTURE,BEST PICTURE,FALSE,Bridge of Spies,tt3682448
2015,BEST PICTURE,BEST PICTURE,FALSE,Brooklyn,tt2381111
2015,BEST PICTURE,BEST PICTURE,FALSE,Mad Max: Fury Road,tt1392190
2015,BEST PICTURE,BEST PICTURE,FALSE,The Martian,tt3659388
2015,BEST PICTURE,BEST PICTURE,FALSE,The Revenant,tt1663202
2015,BEST PICTURE,BEST PICTURE,FALSE,Room,tt3170832
2015,BEST PICTURE,BEST PICTURE,TRUE,Spotlight,tt1895587
2015,PRODUCTION DESIGN,PRODUCTION DESIGN,FALSE,Bridge of Spies,tt3682448
2015,PRODUCTION DESIGN,PRODUCTION DESIGN,FALSE,The Danish Girl,tt0810819
2015,PRODUCTION DESIGN,PRODUCTION DESIGN,TRUE,Mad Max: Fury Road,tt1392190
2015,PRODUCTION DESIGN,PRODUCTION DESIGN,FALSE,The Martian,tt3659388
2015,PRODUCTION DESIGN,PRODUCTION DESIGN,FALSE,The Revenant,tt1663202
2015,SHORT FILM,SHORT FILM (Animated),TRUE,Bear Story,
2015,SHORT FILM,SHORT FILM (Animated),FALSE,Prologue,tt4415550
2015,SHORT FILM,SHORT FILM (Animated),FALSE,Sanjay's Super Team,tt4661600
2015,SHORT FILM,SHORT FILM (Animated),FALSE,We Can't Live without Cosmos,
2015,SHORT FILM,SHORT FILM (Animated),FALSE,World of Tomorrow,tt4171032
2015,SHORT FILM,SHORT FILM (Live Action),FALSE,Ave Maria,tt4419794
2015,SHORT FILM,SHORT FILM (Live Action),FALSE,Day One,tt4122886
2015,SHORT FILM,SHORT FILM (Live Action),FALSE,Everything Will Be Okay (Alles Wird Gut),
2015,SHORT FILM,SHORT FILM (Live Action),FALSE,Shok,tt4273570
2015,SHORT FILM,SHORT FILM (Live Action),TRUE,Stutterer,tt4817576
2015,SOUND,SOUND EDITING,TRUE,Mad Max: Fury Road,tt1392190
2015,SOUND,SOUND EDITING,FALSE,The Martian,tt3659388
2015,SOUND,SOUND EDITING,FALSE,The Revenant,tt1663202
2015,SOUND,SOUND EDITING,FALSE,Sicario,tt3397884
2015,SOUND,SOUND EDITING,FALSE,Star Wars: The Force Awakens,
2015,SOUND,SOUND MIXING,FALSE,Bridge of Spies,tt3682448
2015,SOUND,SOUND MIXING,TRUE,Mad Max: Fury Road,tt1392190
2015,SOUND,SOUND MIXING,FALSE,The Martian,tt3659388
2015,SOUND,SOUND MIXING,FALSE,The Revenant,tt1663202
2015,SOUND,SOUND MIXING,FALSE,Star Wars: The Force Awakens,
2015,SPECIAL EFFECTS,VISUAL EFFECTS,TRUE,Ex Machina,
2015,SPECIAL EFFECTS,VISUAL EFFECTS,FALSE,Mad Max: Fury Road,tt1392190
2015,SPECIAL EFFECTS,VISUAL EFFECTS,FALSE,The Martian,tt3659388
2015,SPECIAL EFFECTS,VISUAL EFFECTS,FALSE,The Revenant,tt1663202
2015,SPECIAL EFFECTS,VISUAL EFFECTS,FALSE,Star Wars: The Force Awakens,
2015,WRITING,WRITING (Adapted Screenplay),TRUE,The Big Short,tt1596363
2015,WRITING,WRITING (Adapted Screenplay),FALSE,Brooklyn,tt2381111
2015,WRITING,WRITING (Adapted Screenplay),FALSE,Carol,tt2402927
2015,WRITING,WRITING (Adapted Screenplay),FALSE,The Martian,tt3659388
2015,WRITING,WRITING (Adapted Screenplay),FALSE,Room,tt3170832
2015,WRITING,WRITING (Original Screenplay),FALSE,Bridge of Spies,tt3682448
2015,WRITING,WRITING (Original Screenplay),FALSE,Ex Machina,
2015,WRITING,WRITING (Original Screenplay),FALSE,Inside Out,tt2096673
2015,WRITING,WRITING (Original Screenplay),TRUE,Spotlight,tt1895587
2015,WRITING,WRITING (Original Screenplay),FALSE,Straight Outta Compton,tt1398426
2014,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,TRUE,Big Hero 6,tt2245084
2014,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,FALSE,The Boxtrolls,tt0787474
2014,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,FALSE,How to Train Your Dragon 2,tt1646971
2014,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,FALSE,Song of the Sea,tt1865505
2014,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,FALSE,The Tale of the Princess Kaguya,
2014,CINEMATOGRAPHY,CINEMATOGRAPHY,TRUE,Birdman or (The Unexpected Virtue of Ignorance),tt2562232
2014,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,The Grand Budapest Hotel,tt2278388
2014,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,Ida,
2014,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,Mr. Turner,tt2473794
2014,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,Unbroken,tt1809398
2014,COSTUME DESIGN,COSTUME DESIGN,TRUE,The Grand Budapest Hotel,tt2278388
2014,COSTUME DESIGN,COSTUME DESIGN,FALSE,Inherent Vice,tt1791528
2014,COSTUME DESIGN,COSTUME DESIGN,FALSE,Into the Woods,tt2180411
2014,COSTUME DESIGN,COSTUME DESIGN,FALSE,Maleficent,tt1587310
2014,COSTUME DESIGN,COSTUME DESIGN,FALSE,Mr. Turner,tt2473794
2014,DIRECTING,DIRECTING,TRUE,Birdman or (The Unexpected Virtue of Ignorance),tt2562232
2014,DIRECTING,DIRECTING,FALSE,Boyhood,tt1065073
2014,DIRECTING,DIRECTING,FALSE,Foxcatcher,tt1100089
2014,DIRECTING,DIRECTING,FALSE,The Grand Budapest Hotel,tt2278388
2014,DIRECTING,DIRECTING,FALSE,The Imitation Game,tt2084970
